"","DATE","ORIGIN","DEST","DEP_DELAY_GROUP","ARR_DELAY_GROUP","DEP","ARR"
"622",6,"ASE","SFO",-1,-1,7,8
"623",12,"ASE","SFO",-1,-1,7,8
"624",13,"ASE","SFO",-1,0,7,8
"625",1,"ASE","SFO",-1,1,7,8
"626",5,"ASE","SFO",-1,0,7,8
"627",4,"ASE","SFO",-1,-1,7,8
"628",22,"ASE","SFO",7,7,7,8
"629",15,"ASE","SFO",-1,-1,7,8
"630",29,"ASE","SFO",-1,-1,7,8
"631",8,"ASE","SFO",-1,0,7,8
"632",2,"ASE","SFO",3,4,7,8
"633",3,"ASE","SFO",-1,1,7,8
"634",23,"ASE","LAX",-1,-2,10,12
"635",16,"ASE","LAX",1,0,10,12
"637",30,"ASE","LAX",-1,-1,10,12
"638",5,"ASE","LAX",-1,-2,11,12
"639",25,"ASE","LAX",-1,-2,11,12
"640",26,"ASE","LAX",-1,-2,11,12
"641",27,"ASE","LAX",-1,-2,11,12
"642",24,"ASE","LAX",1,-1,11,12
"643",20,"ASE","LAX",2,-1,11,12
"644",21,"ASE","LAX",-1,-1,11,12
"646",18,"ASE","LAX",-1,-2,11,12
"648",14,"ASE","LAX",0,-1,11,12
"649",6,"ASE","LAX",1,-1,11,12
"650",7,"ASE","LAX",-1,-2,11,12
"651",11,"ASE","LAX",-1,-1,11,12
"652",10,"ASE","LAX",0,-1,11,12
"653",13,"ASE","LAX",0,-1,11,12
"654",12,"ASE","LAX",-1,-2,11,12
"655",31,"ASE","LAX",3,1,11,12
"656",28,"ASE","LAX",-1,0,11,12
"657",4,"ASE","LAX",0,-2,11,12
"658",22,"ASE","LAX",-1,-2,11,12
"659",15,"ASE","LAX",-1,-2,11,12
"660",8,"ASE","LAX",0,-2,11,12
"661",29,"ASE","LAX",-1,-2,11,12
"662",1,"ASE","LAX",12,12,14,15
"663",2,"ASE","LAX",0,2,14,15
"664",3,"ASE","LAX",0,-1,14,15
"665",22,"ASE","SFO",-1,-1,15,17
"666",8,"ASE","SFO",-1,-2,15,17
"667",15,"ASE","SFO",-1,-2,15,17
"669",2,"ASE","LAX",7,8,16,17
"670",1,"ASE","LAX",1,1,16,17
"671",3,"ASE","LAX",-1,-1,16,17
"672",8,"ASE","LAX",-1,-2,16,17
"673",29,"ASE","LAX",0,-1,16,17
"674",22,"ASE","LAX",-2,-1,16,17
"675",15,"ASE","LAX",-1,-2,16,17
"676",30,"ASE","LAX",-1,-1,16,18
"677",23,"ASE","LAX",0,-1,16,18
"678",16,"ASE","LAX",-1,-1,16,18
"680",5,"ASE","LAX",-1,-1,16,18
"681",4,"ASE","LAX",0,0,16,18
"682",10,"ASE","LAX",0,0,16,18
"683",11,"ASE","LAX",3,3,16,18
"684",12,"ASE","LAX",0,-2,16,18
"685",13,"ASE","LAX",-1,-1,16,18
"686",14,"ASE","LAX",-1,-1,16,18
"687",31,"ASE","LAX",12,12,16,18
"688",28,"ASE","LAX",-1,-2,16,18
"689",20,"ASE","LAX",-1,-2,16,18
"690",21,"ASE","LAX",0,-1,16,18
"691",25,"ASE","LAX",6,5,16,18
"692",26,"ASE","LAX",0,-1,16,18
"693",27,"ASE","LAX",-1,-2,16,18
"694",24,"ASE","LAX",-1,-2,16,18
"696",18,"ASE","LAX",-1,-1,16,18
"697",17,"ASE","LAX",0,-1,16,18
"698",6,"ASE","LAX",-1,-1,16,18
"699",7,"ASE","LAX",-1,-1,16,18
"700",3,"ASE","SFO",2,3,17,18
"701",2,"ASE","SFO",5,6,17,18
"702",1,"ASE","SFO",1,2,17,18
"703",22,"ASE","LAX",0,0,18,19
"704",15,"ASE","LAX",-1,-1,18,19
"705",8,"ASE","LAX",0,-1,18,19
"706",29,"ASE","LAX",-1,-1,18,19
"707",30,"ASE","SFO",-1,0,18,19
"708",31,"ASE","SFO",5,6,18,19
"709",6,"ASE","SFO",-2,-1,18,19
"710",26,"ASE","SFO",-1,-2,18,19
"711",28,"ASE","SFO",2,5,18,19
"712",27,"ASE","SFO",-1,-2,18,19
"713",23,"ASE","SFO",-1,-2,18,19
"714",24,"ASE","SFO",-1,-2,18,19
"715",21,"ASE","SFO",-1,-1,18,19
"716",20,"ASE","SFO",-1,-2,18,19
"717",19,"ASE","SFO",8,6,18,19
"718",16,"ASE","SFO",-1,-1,18,19
"719",17,"ASE","SFO",-1,-1,18,19
"720",7,"ASE","SFO",3,3,18,19
"722",10,"ASE","SFO",1,0,18,19
"723",12,"ASE","SFO",0,-1,18,19
"724",13,"ASE","SFO",0,2,18,19
"725",14,"ASE","SFO",-2,-2,18,19
"726",5,"ASE","SFO",-2,-2,18,19
"727",4,"ASE","SFO",0,0,18,19
"728",10,"ASE","LAX",1,2,19,20
"729",6,"ASE","LAX",-1,-1,19,20
"730",27,"ASE","LAX",-1,-2,19,20
"731",26,"ASE","LAX",-1,-2,19,20
"732",25,"ASE","LAX",-1,-2,19,20
"733",20,"ASE","LAX",-1,-2,19,20
"734",21,"ASE","LAX",-1,-2,19,20
"735",24,"ASE","LAX",-1,-2,19,20
"736",17,"ASE","LAX",-1,-1,19,20
"737",18,"ASE","LAX",-1,-2,19,20
"738",19,"ASE","LAX",-1,0,19,20
"739",7,"ASE","LAX",1,0,19,20
"740",11,"ASE","LAX",-1,-1,19,20
"741",13,"ASE","LAX",0,-1,19,20
"742",12,"ASE","LAX",-1,-1,19,20
"743",14,"ASE","LAX",0,-1,19,20
"744",28,"ASE","LAX",2,0,19,20
"745",31,"ASE","LAX",2,2,19,20
"746",5,"ASE","LAX",-1,-1,19,20
"747",4,"ASE","LAX",1,3,19,20
"748",23,"ASE","LAX",-1,-2,19,20
"749",16,"ASE","LAX",-1,-1,19,20
"751",30,"ASE","LAX",2,2,19,20
"752",3,"ASE","LAX",-1,-1,19,21
"753",2,"ASE","LAX",-1,-1,19,21
"754",1,"ASE","LAX",0,-1,19,21
"755",1,"ATL","LAX",0,2,7,9
"756",2,"ATL","LAX",-1,1,7,9
"757",3,"ATL","LAX",4,4,7,9
"758",4,"ATL","LAX",0,-1,7,9
"759",5,"ATL","LAX",-1,0,7,9
"760",6,"ATL","LAX",-1,1,7,9
"761",7,"ATL","LAX",-1,-1,7,9
"762",8,"ATL","LAX",0,-1,7,9
"765",11,"ATL","LAX",1,1,7,9
"766",12,"ATL","LAX",-1,-1,7,9
"767",13,"ATL","LAX",0,-1,7,9
"769",15,"ATL","LAX",-1,-2,7,9
"770",16,"ATL","LAX",0,-2,7,9
"771",17,"ATL","LAX",0,-1,7,9
"772",18,"ATL","LAX",0,0,7,9
"773",19,"ATL","LAX",0,-2,7,9
"774",20,"ATL","LAX",-1,-2,7,9
"775",21,"ATL","LAX",-1,-2,7,9
"776",22,"ATL","LAX",-1,0,7,9
"777",23,"ATL","LAX",-1,-2,7,9
"778",24,"ATL","LAX",-1,-2,7,9
"779",25,"ATL","LAX",-1,-2,7,9
"780",26,"ATL","LAX",-1,-1,7,9
"781",27,"ATL","LAX",-1,-1,7,9
"782",28,"ATL","LAX",-1,-2,7,9
"783",29,"ATL","LAX",-1,-2,7,9
"784",30,"ATL","LAX",-1,-1,7,9
"785",31,"ATL","LAX",-1,-1,7,9
"786",1,"ATL","LAX",0,0,8,10
"787",1,"ATL","SNA",0,1,8,10
"788",2,"ATL","LAX",-1,2,8,10
"789",2,"ATL","SNA",0,0,8,10
"790",3,"ATL","LAX",1,1,8,10
"791",3,"ATL","SNA",-1,1,8,10
"792",4,"ATL","LAX",0,0,8,10
"793",4,"ATL","SMF",0,-1,8,10
"794",5,"ATL","LAX",0,-1,8,10
"795",5,"ATL","SMF",0,-2,8,10
"796",6,"ATL","LAX",-1,-1,8,10
"797",6,"ATL","SMF",-1,-2,8,10
"798",7,"ATL","LAX",0,1,8,10
"799",7,"ATL","SMF",-1,-1,8,10
"800",8,"ATL","LAX",0,-1,8,10
"801",8,"ATL","SMF",-1,-2,8,10
"802",9,"ATL","LAX",5,4,8,10
"803",9,"ATL","SMF",0,-1,8,10
"808",12,"ATL","LAX",2,3,8,10
"809",12,"ATL","SMF",7,8,8,10
"810",13,"ATL","LAX",0,-2,8,10
"811",13,"ATL","SMF",-1,0,8,10
"812",14,"ATL","LAX",0,-2,8,10
"813",14,"ATL","SMF",0,-2,8,10
"814",15,"ATL","LAX",-1,-2,8,10
"815",15,"ATL","SMF",-1,-2,8,10
"816",16,"ATL","LAX",0,-2,8,10
"817",17,"ATL","LAX",0,-1,8,10
"818",17,"ATL","SMF",0,0,8,10
"819",18,"ATL","LAX",0,-1,8,10
"820",18,"ATL","SMF",0,-1,8,10
"821",19,"ATL","LAX",-1,-1,8,10
"822",19,"ATL","SMF",-1,0,8,10
"823",20,"ATL","LAX",-1,-2,8,10
"824",20,"ATL","SMF",-1,-1,8,10
"825",21,"ATL","LAX",0,-2,8,10
"826",21,"ATL","SMF",0,-1,8,10
"827",22,"ATL","LAX",-1,-2,8,10
"828",22,"ATL","SMF",-1,-1,8,10
"829",23,"ATL","LAX",-1,-2,8,10
"830",23,"ATL","SMF",-1,-2,8,10
"831",24,"ATL","LAX",0,-1,8,10
"832",24,"ATL","SMF",-1,-2,8,10
"833",25,"ATL","LAX",-1,-2,8,10
"834",25,"ATL","SMF",-1,-1,8,10
"835",26,"ATL","LAX",-1,-2,8,10
"836",26,"ATL","SMF",-1,-2,8,10
"837",27,"ATL","LAX",-1,-2,8,10
"838",27,"ATL","SMF",-1,-2,8,10
"839",28,"ATL","LAX",0,-2,8,10
"840",28,"ATL","SMF",-1,-2,8,10
"841",29,"ATL","LAX",-1,-2,8,10
"842",29,"ATL","SMF",-1,-2,8,10
"843",30,"ATL","LAX",-1,-2,8,10
"844",30,"ATL","SMF",-1,-2,8,10
"845",31,"ATL","LAX",0,-1,8,10
"846",31,"ATL","SMF",-1,-1,8,10
"847",4,"ATL","SFO",0,-1,8,10
"848",5,"ATL","SFO",-1,-2,8,10
"849",6,"ATL","SFO",0,-1,8,10
"850",7,"ATL","SFO",-1,-1,8,10
"851",8,"ATL","SFO",-1,-1,8,10
"852",9,"ATL","SFO",0,-1,8,10
"855",12,"ATL","SFO",-1,0,8,10
"856",13,"ATL","SFO",-1,-2,8,10
"857",14,"ATL","SFO",0,-1,8,10
"858",15,"ATL","SFO",0,-2,8,10
"859",16,"ATL","SFO",-1,-2,8,10
"860",17,"ATL","SFO",0,1,8,10
"861",18,"ATL","SFO",-1,-1,8,10
"862",19,"ATL","SFO",0,0,8,10
"863",20,"ATL","SFO",-1,-2,8,10
"864",21,"ATL","SFO",-1,-2,8,10
"865",22,"ATL","SFO",-1,-1,8,10
"866",23,"ATL","SFO",-1,-2,8,10
"867",24,"ATL","SFO",0,-2,8,10
"868",25,"ATL","SFO",-1,-2,8,10
"869",26,"ATL","SFO",0,-2,8,10
"870",27,"ATL","SFO",-1,0,8,10
"871",28,"ATL","SFO",-1,-1,8,10
"872",29,"ATL","SFO",0,-2,8,10
"873",30,"ATL","SFO",-1,-2,8,10
"874",31,"ATL","SFO",0,-2,8,10
"875",4,"ATL","SNA",-1,-1,8,10
"876",5,"ATL","SNA",-1,0,8,10
"877",6,"ATL","SNA",-1,0,8,10
"878",7,"ATL","SNA",-1,1,8,10
"879",8,"ATL","SNA",-1,-1,8,10
"880",9,"ATL","SNA",-1,0,8,10
"883",12,"ATL","SNA",3,3,8,10
"884",13,"ATL","SNA",0,-2,8,10
"885",14,"ATL","SNA",-1,0,8,10
"886",15,"ATL","SNA",-1,-2,8,10
"887",16,"ATL","SNA",-1,-2,8,10
"888",17,"ATL","SNA",-1,-1,8,10
"889",18,"ATL","SNA",-1,-1,8,10
"890",19,"ATL","SNA",-1,-1,8,10
"891",20,"ATL","SNA",-1,-2,8,10
"892",21,"ATL","SNA",-1,-2,8,10
"893",22,"ATL","SNA",-1,-1,8,10
"894",23,"ATL","SNA",-1,-1,8,10
"895",24,"ATL","SNA",-1,-1,8,10
"896",25,"ATL","SNA",-1,-2,8,10
"897",26,"ATL","SNA",-1,-2,8,10
"898",27,"ATL","SNA",-1,-2,8,10
"899",28,"ATL","SNA",-1,-2,8,10
"900",29,"ATL","SNA",-1,-2,8,10
"901",30,"ATL","SNA",-1,-2,8,10
"902",31,"ATL","SNA",-1,-2,8,10
"903",1,"ATL","SFO",-1,-1,8,11
"904",1,"ATL","SAN",0,0,8,10
"905",2,"ATL","SFO",-1,-1,8,11
"906",2,"ATL","SAN",-1,0,8,10
"907",3,"ATL","SFO",0,-1,8,11
"908",3,"ATL","SAN",-1,-1,8,10
"909",2,"ATL","SMF",-1,-1,8,10
"910",3,"ATL","SMF",0,-1,8,10
"911",4,"ATL","SAN",0,1,8,10
"912",5,"ATL","SAN",2,2,8,10
"913",6,"ATL","SAN",-1,-2,8,10
"914",7,"ATL","SAN",0,1,8,10
"915",8,"ATL","SAN",-1,-2,8,10
"916",9,"ATL","SAN",-1,-2,8,10
"917",10,"ATL","SAN",3,10,8,10
"919",12,"ATL","SAN",0,0,8,10
"920",13,"ATL","SAN",0,-2,8,10
"921",14,"ATL","SAN",0,-1,8,10
"922",15,"ATL","SAN",-1,-2,8,10
"923",16,"ATL","SAN",-1,-2,8,10
"924",17,"ATL","SAN",-1,-2,8,10
"925",18,"ATL","SAN",0,-1,8,10
"926",19,"ATL","SAN",-1,-1,8,10
"927",20,"ATL","SAN",-1,0,8,10
"928",21,"ATL","SAN",-1,-2,8,10
"929",22,"ATL","SAN",-1,-2,8,10
"930",23,"ATL","SAN",-1,0,8,10
"931",24,"ATL","SAN",-1,-2,8,10
"932",25,"ATL","SAN",-1,-1,8,10
"933",26,"ATL","SAN",0,-2,8,10
"934",27,"ATL","SAN",0,-2,8,10
"935",28,"ATL","SAN",-1,-2,8,10
"936",29,"ATL","SAN",-1,-2,8,10
"937",30,"ATL","SAN",-1,-2,8,10
"938",31,"ATL","SAN",-1,-2,8,10
"939",1,"ATL","LAX",-1,-1,8,11
"940",2,"ATL","LAX",0,0,8,11
"941",3,"ATL","LAX",0,0,8,11
"943",2,"ATL","SFO",0,-1,8,11
"944",3,"ATL","SFO",0,-1,8,11
"945",4,"ATL","LAX",0,0,8,11
"946",5,"ATL","LAX",0,-1,8,11
"947",6,"ATL","LAX",0,0,8,11
"948",7,"ATL","LAX",-1,1,8,11
"949",8,"ATL","LAX",0,-1,8,11
"950",9,"ATL","LAX",-1,1,8,11
"952",11,"ATL","LAX",8,11,8,11
"953",12,"ATL","LAX",5,4,8,11
"954",13,"ATL","LAX",0,-1,8,11
"955",14,"ATL","LAX",1,0,8,11
"956",15,"ATL","LAX",0,-2,8,11
"957",16,"ATL","LAX",-1,-2,8,11
"958",17,"ATL","LAX",0,-1,8,11
"959",18,"ATL","LAX",-1,-1,8,11
"960",19,"ATL","LAX",0,1,8,11
"961",20,"ATL","LAX",-1,-2,8,11
"962",21,"ATL","LAX",-1,-2,8,11
"963",22,"ATL","LAX",-1,-2,8,11
"964",23,"ATL","LAX",-1,-1,8,11
"965",24,"ATL","LAX",2,0,8,11
"966",25,"ATL","LAX",-1,-2,8,11
"967",26,"ATL","LAX",0,-2,8,11
"968",27,"ATL","LAX",-1,-2,8,11
"969",28,"ATL","LAX",0,-2,8,11
"970",29,"ATL","LAX",-1,-2,8,11
"971",30,"ATL","LAX",0,-2,8,11
"972",31,"ATL","LAX",-1,-1,8,11
"973",1,"ATL","LAX",-1,-1,9,11
"974",2,"ATL","LAX",0,0,9,11
"975",3,"ATL","LAX",-1,1,9,11
"976",4,"ATL","LAX",0,0,9,11
"977",5,"ATL","LAX",0,-1,9,11
"978",6,"ATL","LAX",0,0,9,11
"979",7,"ATL","LAX",1,2,9,11
"980",8,"ATL","LAX",11,10,9,11
"981",9,"ATL","LAX",0,-1,9,11
"984",12,"ATL","LAX",3,3,9,11
"985",13,"ATL","LAX",0,-2,9,11
"986",14,"ATL","LAX",0,-1,9,11
"987",15,"ATL","LAX",1,-1,9,11
"988",16,"ATL","LAX",-1,-2,9,11
"989",17,"ATL","LAX",0,0,9,11
"990",18,"ATL","LAX",-1,0,9,11
"991",19,"ATL","LAX",0,1,9,11
"992",20,"ATL","LAX",0,-1,9,11
"993",21,"ATL","LAX",-1,-2,9,11
"994",22,"ATL","LAX",0,-1,9,11
"995",23,"ATL","LAX",0,-1,9,11
"996",24,"ATL","LAX",0,-1,9,11
"997",25,"ATL","LAX",-1,-2,9,11
"998",26,"ATL","LAX",0,-2,9,11
"999",27,"ATL","LAX",-1,-2,9,11
"1000",28,"ATL","LAX",-1,0,9,11
"1001",29,"ATL","LAX",-1,-2,9,11
"1002",30,"ATL","LAX",0,0,9,11
"1003",31,"ATL","LAX",-1,-1,9,11
"1004",1,"ATL","LAX",0,1,10,13
"1005",2,"ATL","LAX",0,0,10,13
"1006",2,"ATL","SNA",-1,0,10,13
"1007",3,"ATL","LAX",3,4,10,13
"1008",3,"ATL","SNA",0,0,10,13
"1009",4,"ATL","SNA",1,1,10,13
"1010",5,"ATL","SNA",-1,-1,10,13
"1011",6,"ATL","SNA",0,-1,10,13
"1012",7,"ATL","SNA",-1,0,10,13
"1013",8,"ATL","SNA",0,1,10,13
"1014",9,"ATL","SNA",-1,-1,10,13
"1018",13,"ATL","SNA",0,-1,10,13
"1019",14,"ATL","SNA",-1,-2,10,13
"1020",16,"ATL","SNA",-1,-2,10,13
"1021",17,"ATL","SNA",-1,-2,10,13
"1022",18,"ATL","SNA",1,1,10,13
"1023",19,"ATL","SNA",0,0,10,13
"1024",20,"ATL","SNA",-1,-2,10,13
"1025",21,"ATL","SNA",0,-2,10,13
"1026",22,"ATL","SNA",0,-1,10,13
"1027",23,"ATL","SNA",-1,-1,10,13
"1028",24,"ATL","SNA",-1,-2,10,13
"1029",25,"ATL","SNA",-1,-2,10,13
"1030",26,"ATL","SNA",0,-2,10,13
"1031",27,"ATL","SNA",2,-1,10,13
"1032",28,"ATL","SNA",-1,-2,10,13
"1033",29,"ATL","SNA",0,-2,10,13
"1034",30,"ATL","SNA",-1,-2,10,13
"1035",31,"ATL","SNA",0,0,10,13
"1036",1,"ATL","SFO",1,2,11,13
"1037",2,"ATL","SFO",0,-1,11,13
"1038",3,"ATL","SFO",0,-1,11,13
"1039",4,"ATL","SAN",0,0,11,13
"1040",5,"ATL","SAN",0,-1,11,13
"1041",6,"ATL","SAN",0,-2,11,13
"1042",7,"ATL","SAN",0,0,11,13
"1043",8,"ATL","SAN",-1,-2,11,13
"1044",9,"ATL","SAN",0,-1,11,13
"1047",12,"ATL","SAN",0,0,11,13
"1048",13,"ATL","SAN",0,-2,11,13
"1049",14,"ATL","SAN",0,-2,11,13
"1050",15,"ATL","SAN",1,-2,11,13
"1051",16,"ATL","SAN",-1,-2,11,13
"1052",17,"ATL","SAN",1,-1,11,13
"1053",18,"ATL","SAN",2,2,11,13
"1054",19,"ATL","SAN",0,-1,11,13
"1055",20,"ATL","SAN",-1,-2,11,13
"1056",21,"ATL","SAN",-1,-2,11,13
"1057",22,"ATL","SAN",1,0,11,13
"1058",23,"ATL","SAN",0,-2,11,13
"1059",24,"ATL","SAN",-1,-1,11,13
"1060",25,"ATL","SAN",0,-2,11,13
"1061",26,"ATL","SAN",0,-2,11,13
"1062",27,"ATL","SAN",-1,-2,11,13
"1063",28,"ATL","SAN",0,-2,11,13
"1064",29,"ATL","SAN",-1,-2,11,13
"1065",30,"ATL","SAN",-1,-1,11,13
"1066",31,"ATL","SAN",1,0,11,13
"1067",1,"ATL","SAN",0,0,11,12
"1068",2,"ATL","SAN",1,2,11,12
"1069",3,"ATL","SAN",-1,0,11,12
"1070",4,"ATL","SFO",0,1,11,13
"1071",4,"ATL","LAX",-1,1,11,13
"1072",5,"ATL","SFO",0,-1,11,13
"1073",5,"ATL","LAX",0,0,11,13
"1074",6,"ATL","SFO",3,1,11,13
"1075",6,"ATL","LAX",0,-1,11,13
"1076",7,"ATL","SFO",0,1,11,13
"1077",7,"ATL","LAX",-1,0,11,13
"1078",8,"ATL","SFO",0,0,11,13
"1079",8,"ATL","LAX",-1,0,11,13
"1080",9,"ATL","SFO",0,1,11,13
"1081",9,"ATL","LAX",-1,0,11,13
"1086",12,"ATL","SFO",1,2,11,13
"1087",12,"ATL","LAX",-1,-1,11,13
"1088",13,"ATL","SFO",2,2,11,13
"1089",13,"ATL","LAX",0,-1,11,13
"1090",14,"ATL","SFO",0,-1,11,13
"1091",14,"ATL","LAX",-1,-1,11,13
"1092",15,"ATL","SFO",1,-1,11,13
"1093",15,"ATL","LAX",2,-1,11,13
"1094",16,"ATL","SFO",-1,-2,11,13
"1095",16,"ATL","LAX",0,-2,11,13
"1096",17,"ATL","SFO",0,-1,11,13
"1097",17,"ATL","LAX",0,-1,11,13
"1098",18,"ATL","SFO",0,0,11,13
"1099",18,"ATL","LAX",0,1,11,13
"1100",19,"ATL","SFO",0,-1,11,13
"1101",19,"ATL","LAX",0,0,11,13
"1102",20,"ATL","SFO",0,-1,11,13
"1103",20,"ATL","LAX",0,-1,11,13
"1104",21,"ATL","SFO",-1,-1,11,13
"1105",21,"ATL","LAX",-1,-2,11,13
"1106",22,"ATL","SFO",-1,-1,11,13
"1107",22,"ATL","LAX",-1,-1,11,13
"1108",23,"ATL","SFO",0,0,11,13
"1109",23,"ATL","LAX",-1,-2,11,13
"1110",24,"ATL","SFO",-1,-2,11,13
"1111",24,"ATL","LAX",-1,-2,11,13
"1112",25,"ATL","SFO",-1,-2,11,13
"1113",25,"ATL","LAX",0,-2,11,13
"1114",26,"ATL","SFO",-1,-2,11,13
"1115",26,"ATL","LAX",0,-2,11,13
"1116",27,"ATL","SFO",-1,-2,11,13
"1117",27,"ATL","LAX",5,2,11,13
"1118",28,"ATL","SFO",-1,-1,11,13
"1119",28,"ATL","LAX",0,0,11,13
"1120",29,"ATL","SFO",-1,-2,11,13
"1121",29,"ATL","LAX",-1,-2,11,13
"1122",30,"ATL","SFO",-1,-2,11,13
"1123",30,"ATL","LAX",-1,0,11,13
"1124",31,"ATL","SFO",0,-1,11,13
"1125",31,"ATL","LAX",1,2,11,13
"1126",1,"ATL","LAX",1,2,13,15
"1127",2,"ATL","LAX",0,2,13,15
"1128",3,"ATL","LAX",3,3,13,15
"1129",4,"ATL","LAX",0,0,13,15
"1130",5,"ATL","LAX",-1,-1,13,15
"1131",6,"ATL","LAX",0,2,13,15
"1132",7,"ATL","LAX",0,1,13,15
"1133",8,"ATL","LAX",-1,0,13,15
"1134",9,"ATL","LAX",0,-1,13,15
"1136",11,"ATL","LAX",1,2,13,15
"1137",12,"ATL","LAX",1,2,13,15
"1138",13,"ATL","LAX",1,0,13,15
"1139",14,"ATL","LAX",0,-2,13,15
"1140",15,"ATL","LAX",3,1,13,15
"1141",16,"ATL","LAX",-1,-2,13,15
"1142",17,"ATL","LAX",-1,-1,13,15
"1143",18,"ATL","LAX",1,1,13,15
"1144",19,"ATL","LAX",0,-1,13,15
"1145",20,"ATL","LAX",0,-1,13,15
"1146",21,"ATL","LAX",-1,-1,13,15
"1147",22,"ATL","LAX",0,1,13,15
"1148",23,"ATL","LAX",0,-1,13,15
"1149",24,"ATL","LAX",-1,-2,13,15
"1150",25,"ATL","LAX",0,-2,13,15
"1151",26,"ATL","LAX",0,-2,13,15
"1152",27,"ATL","LAX",0,-2,13,15
"1153",28,"ATL","LAX",2,0,13,15
"1154",29,"ATL","LAX",-1,-2,13,15
"1155",30,"ATL","LAX",0,0,13,15
"1156",31,"ATL","LAX",-1,-1,13,15
"1157",1,"ATL","LAX",0,0,14,17
"1158",1,"ATL","SFO",-1,0,14,17
"1159",2,"ATL","LAX",0,3,14,17
"1160",2,"ATL","SFO",3,4,14,17
"1161",3,"ATL","LAX",-1,0,14,17
"1162",3,"ATL","SFO",-1,-1,14,17
"1163",4,"ATL","SFO",0,-1,14,17
"1164",5,"ATL","SFO",-1,-2,14,17
"1165",6,"ATL","SFO",0,-2,14,17
"1166",7,"ATL","SFO",-1,-1,14,17
"1167",8,"ATL","SFO",0,0,14,17
"1168",9,"ATL","SFO",-1,-1,14,17
"1171",12,"ATL","SFO",0,0,14,17
"1172",13,"ATL","SFO",5,5,14,17
"1173",14,"ATL","SFO",0,-2,14,17
"1174",15,"ATL","SFO",0,-2,14,17
"1175",16,"ATL","SFO",-1,-2,14,17
"1176",17,"ATL","SFO",-1,-1,14,17
"1177",18,"ATL","SFO",0,0,14,17
"1178",19,"ATL","SFO",0,-2,14,17
"1179",20,"ATL","SFO",-1,-2,14,17
"1180",21,"ATL","SFO",0,-1,14,17
"1181",22,"ATL","SFO",-1,0,14,17
"1182",23,"ATL","SFO",-1,-2,14,17
"1183",24,"ATL","SFO",0,-2,14,17
"1184",25,"ATL","SFO",0,-2,14,17
"1185",26,"ATL","SFO",0,-2,14,17
"1186",27,"ATL","SFO",-1,-2,14,17
"1187",28,"ATL","SFO",0,-2,14,17
"1188",29,"ATL","SFO",-1,-1,14,17
"1189",30,"ATL","SFO",-1,-2,14,17
"1190",31,"ATL","SFO",0,-2,14,17
"1191",31,"ATL","LAX",0,-1,15,17
"1192",4,"ATL","LAX",0,0,15,17
"1193",5,"ATL","LAX",0,-1,15,17
"1194",6,"ATL","LAX",0,-2,15,17
"1195",7,"ATL","LAX",0,1,15,17
"1196",8,"ATL","LAX",3,2,15,17
"1197",9,"ATL","LAX",-1,0,15,17
"1198",10,"ATL","LAX",2,6,15,17
"1199",11,"ATL","LAX",0,-1,15,17
"1200",12,"ATL","LAX",0,-1,15,17
"1201",13,"ATL","LAX",0,-1,15,17
"1202",14,"ATL","LAX",0,-1,15,17
"1203",15,"ATL","LAX",2,0,15,17
"1204",16,"ATL","LAX",0,-2,15,17
"1205",17,"ATL","LAX",0,-1,15,17
"1206",18,"ATL","LAX",1,1,15,17
"1207",19,"ATL","LAX",0,-1,15,17
"1208",20,"ATL","LAX",1,-1,15,17
"1209",21,"ATL","LAX",-1,-2,15,17
"1210",22,"ATL","LAX",0,-1,15,17
"1211",23,"ATL","LAX",-1,-2,15,17
"1212",24,"ATL","LAX",0,-2,15,17
"1213",25,"ATL","LAX",0,-1,15,17
"1214",26,"ATL","LAX",0,-2,15,17
"1215",27,"ATL","LAX",0,-2,15,17
"1216",28,"ATL","LAX",1,0,15,17
"1217",29,"ATL","LAX",-1,-2,15,17
"1218",30,"ATL","LAX",0,0,15,17
"1220",2,"ATL","LAX",12,12,16,18
"1221",3,"ATL","LAX",1,2,16,18
"1222",4,"ATL","LAX",-1,-1,16,18
"1223",4,"ATL","SNA",0,0,16,18
"1224",5,"ATL","LAX",-1,-1,16,18
"1225",5,"ATL","SNA",-1,-1,16,18
"1226",6,"ATL","LAX",0,-1,16,18
"1227",6,"ATL","SNA",-1,0,16,18
"1228",7,"ATL","LAX",0,0,16,18
"1229",7,"ATL","SNA",-1,0,16,18
"1230",8,"ATL","LAX",0,1,16,18
"1231",9,"ATL","LAX",0,1,16,18
"1232",9,"ATL","SNA",-1,0,16,18
"1235",11,"ATL","LAX",3,4,16,18
"1237",12,"ATL","LAX",0,-1,16,18
"1238",12,"ATL","SNA",3,3,16,18
"1239",13,"ATL","LAX",0,-2,16,18
"1240",13,"ATL","SNA",-1,-2,16,18
"1241",14,"ATL","LAX",0,-2,16,18
"1242",14,"ATL","SNA",2,0,16,18
"1243",15,"ATL","LAX",0,-2,16,18
"1244",16,"ATL","LAX",1,0,16,18
"1245",16,"ATL","SNA",-1,-2,16,18
"1246",17,"ATL","LAX",0,0,16,18
"1247",17,"ATL","SNA",0,0,16,18
"1248",18,"ATL","LAX",-1,0,16,18
"1249",18,"ATL","SNA",-1,-1,16,18
"1250",19,"ATL","LAX",0,-1,16,18
"1251",19,"ATL","SNA",-1,-1,16,18
"1252",20,"ATL","LAX",0,0,16,18
