"","DATE","ORIGIN","DEST","DEP_DELAY_GROUP","ARR_DELAY_GROUP","DEP","ARR"
"61749",12,"SAN","LAX",-1,-1,11,12
"61750",14,"SAN","LAX",-1,-1,11,12
"61751",10,"SAN","LAX",-2,-2,11,12
"61752",11,"SAN","LAX",-1,-1,11,12
"61753",7,"SAN","LAX",-1,-2,11,12
"61754",6,"SAN","LAX",-1,-2,11,12
"61755",27,"SAN","LAX",-1,-1,11,12
"61756",26,"SAN","LAX",12,12,11,12
"61757",3,"SAN","DEN",1,0,11,14
"61758",4,"SAN","LAX",-1,-1,11,12
"61759",5,"SAN","LAX",-2,-2,11,12
"61760",2,"SAN","ORD",0,-1,11,17
"61761",1,"SAN","SAT",0,-1,11,15
"61762",2,"SAN","MDW",0,-2,11,17
"61763",8,"SAN","SAT",-1,-1,11,15
"61764",2,"SAN","CVG",-1,-2,11,18
"61765",3,"SAN","CVG",0,-1,11,18
"61766",1,"SAN","PHL",3,1,11,19
"61767",2,"SAN","PHL",0,-2,11,19
"61768",3,"SAN","PHL",2,-1,11,19
"61769",2,"SAN","SFO",8,7,11,13
"61770",3,"SAN","PHX",0,-1,11,13
"61771",4,"SAN","PHX",4,4,11,13
"61772",15,"SAN","DEN",0,0,11,14
"61773",22,"SAN","DEN",0,0,11,14
"61774",29,"SAN","DEN",0,0,11,14
"61775",6,"SAN","DEN",-1,-2,11,14
"61776",7,"SAN","DEN",2,0,11,14
"61777",11,"SAN","DEN",0,-1,11,14
"61778",12,"SAN","DEN",-1,-1,11,14
"61779",13,"SAN","DEN",-1,-1,11,14
"61780",14,"SAN","DEN",-1,0,11,14
"61781",18,"SAN","DEN",-1,-1,11,14
"61782",19,"SAN","DEN",0,0,11,14
"61783",20,"SAN","DEN",-1,-1,11,14
"61784",21,"SAN","DEN",-1,-1,11,14
"61785",25,"SAN","DEN",-1,-1,11,14
"61786",26,"SAN","DEN",-1,-1,11,14
"61787",27,"SAN","DEN",-1,-1,11,14
"61788",28,"SAN","DEN",-1,0,11,14
"61789",3,"SAN","ORD",-1,-1,11,17
"61790",15,"SAN","LAX",3,3,11,12
"61791",22,"SAN","LAX",-1,-1,11,12
"61792",8,"SAN","LAX",-1,-1,11,12
"61793",29,"SAN","LAX",-1,-1,11,12
"61794",4,"SAN","DEN",2,1,11,14
"61795",10,"SAN","DEN",-1,-2,11,14
"61796",17,"SAN","DEN",0,-1,11,14
"61797",24,"SAN","DEN",-1,0,11,14
"61798",31,"SAN","DEN",-1,-1,11,14
"61799",4,"SAN","PHL",0,-2,11,19
"61800",5,"SAN","PHL",-1,-2,11,19
"61801",6,"SAN","PHL",0,-1,11,19
"61802",7,"SAN","PHL",6,5,11,19
"61803",8,"SAN","PHL",0,0,11,19
"61804",9,"SAN","PHL",12,12,11,19
"61805",10,"SAN","PHL",0,-1,11,19
"61807",12,"SAN","PHL",0,0,11,19
"61808",13,"SAN","PHL",-1,-1,11,19
"61809",14,"SAN","PHL",-1,-1,11,19
"61810",15,"SAN","PHL",-1,-2,11,19
"61811",16,"SAN","PHL",0,1,11,19
"61812",17,"SAN","PHL",0,0,11,19
"61813",18,"SAN","PHL",3,3,11,19
"61814",19,"SAN","PHL",1,1,11,19
"61815",20,"SAN","PHL",-1,-1,11,19
"61816",21,"SAN","PHL",0,-1,11,19
"61817",22,"SAN","PHL",-1,-2,11,19
"61818",23,"SAN","PHL",1,1,11,19
"61819",24,"SAN","PHL",-1,-1,11,19
"61820",25,"SAN","PHL",0,-2,11,19
"61822",27,"SAN","PHL",0,2,11,19
"61823",28,"SAN","PHL",0,0,11,19
"61824",29,"SAN","PHL",-1,0,11,19
"61825",30,"SAN","PHL",0,0,11,19
"61826",31,"SAN","PHL",-1,-2,11,19
"61827",1,"SAN","SMF",0,0,11,13
"61828",1,"SAN","STL",0,-2,11,17
"61829",3,"SAN","SJC",1,1,11,12
"61830",4,"SAN","SJC",2,3,11,12
"61831",8,"SAN","SMF",-1,0,11,13
"61832",8,"SAN","STL",-1,-2,11,17
"61833",31,"SAN","IAH",0,-1,11,16
"61834",30,"SAN","IAH",0,1,11,16
"61835",29,"SAN","IAH",0,0,11,16
"61836",28,"SAN","IAH",0,0,11,16
"61837",27,"SAN","IAH",-1,0,11,16
"61838",24,"SAN","IAH",0,1,11,16
"61839",23,"SAN","IAH",0,0,11,16
"61840",22,"SAN","IAH",-1,-1,11,16
"61841",21,"SAN","IAH",0,0,11,16
"61842",20,"SAN","IAH",0,1,11,16
"61843",17,"SAN","IAH",0,-1,11,16
"61844",16,"SAN","IAH",0,0,11,16
"61845",15,"SAN","IAH",-1,0,11,16
"61846",14,"SAN","IAH",-1,0,11,16
"61847",13,"SAN","IAH",-1,-1,11,16
"61848",10,"SAN","IAH",-1,-1,11,16
"61849",9,"SAN","IAH",0,-1,11,16
"61850",8,"SAN","IAH",-1,-1,11,16
"61851",7,"SAN","IAH",-1,-2,11,16
"61852",6,"SAN","IAH",-1,-2,11,16
"61853",5,"SAN","DEN",-1,-2,11,14
"61854",6,"SAN","SFO",-1,-2,11,13
"61855",7,"SAN","SFO",-1,-1,11,13
"61856",9,"SAN","SFO",0,-1,11,13
"61857",10,"SAN","SFO",-1,-2,11,13
"61858",11,"SAN","SFO",-1,-2,11,13
"61859",12,"SAN","SFO",-1,-2,11,13
"61860",13,"SAN","SFO",3,3,11,13
"61861",14,"SAN","SFO",-1,-2,11,13
"61862",16,"SAN","SFO",1,1,11,13
"61863",17,"SAN","SFO",-1,-2,11,13
"61864",18,"SAN","SFO",1,0,11,13
"61865",19,"SAN","SFO",0,0,11,13
"61866",20,"SAN","SFO",3,3,11,13
"61867",21,"SAN","SFO",0,-1,11,13
"61868",23,"SAN","SFO",-1,-1,11,13
"61869",24,"SAN","SFO",-1,-2,11,13
"61870",25,"SAN","SFO",-1,-2,11,13
"61871",26,"SAN","SFO",6,5,11,13
"61872",27,"SAN","SFO",3,2,11,13
"61873",28,"SAN","SFO",-1,0,11,13
"61874",30,"SAN","SFO",1,2,11,13
"61875",31,"SAN","SFO",-1,-1,11,13
"61876",4,"SAN","SFO",0,-1,11,13
"61877",1,"SAN","SFO",1,2,11,13
"61878",2,"SAN","BNA",0,-2,11,17
"61879",2,"SAN","BWI",3,3,11,19
"61880",8,"SAN","SFO",0,-1,11,13
"61881",9,"SAN","PHX",-1,-1,11,13
"61882",10,"SAN","PHX",0,-1,11,13
"61883",11,"SAN","PHX",-1,-1,11,13
"61884",12,"SAN","PHX",-1,0,11,13
"61885",13,"SAN","PHX",-1,-1,11,13
"61886",14,"SAN","PHX",-1,1,11,13
"61887",16,"SAN","PHX",-1,0,11,13
"61888",17,"SAN","PHX",0,1,11,13
"61890",19,"SAN","PHX",1,1,11,13
"61891",20,"SAN","PHX",0,-1,11,13
"61892",21,"SAN","PHX",-1,-1,11,13
"61893",23,"SAN","PHX",-1,0,11,13
"61894",24,"SAN","PHX",-1,-1,11,13
"61895",25,"SAN","PHX",-1,-1,11,13
"61896",26,"SAN","PHX",-1,-1,11,13
"61898",28,"SAN","PHX",-1,-1,11,13
"61899",30,"SAN","PHX",0,-1,11,13
"61900",31,"SAN","PHX",-1,-1,11,13
"61901",3,"SAN","IAH",0,-1,11,16
"61902",2,"SAN","IAH",1,-1,11,16
"61903",1,"SAN","IAH",7,6,11,16
"61904",3,"SAN","ELP",1,0,11,14
"61905",4,"SAN","ELP",1,1,11,14
"61906",5,"SAN","BNA",0,-1,11,17
"61907",6,"SAN","BNA",1,0,11,17
"61908",7,"SAN","BNA",0,0,11,17
"61909",15,"SAN","LAS",0,-1,11,12
"61910",22,"SAN","LAS",0,0,11,12
"61911",29,"SAN","LAS",0,-1,11,12
"61912",5,"SAN","SFO",-1,-2,11,13
"61913",3,"SAN","BNA",1,0,11,17
"61914",4,"SAN","BNA",1,-1,11,17
"61915",5,"SAN","LAS",1,1,11,12
"61916",6,"SAN","LAS",1,1,11,12
"61917",7,"SAN","LAS",0,0,11,12
"61918",8,"SAN","PHX",0,0,11,13
"61919",9,"SAN","LAS",0,0,11,12
"61920",10,"SAN","LAS",0,-1,11,12
"61921",11,"SAN","LAS",1,0,11,12
"61922",12,"SAN","LAS",-1,-1,11,12
"61923",13,"SAN","LAS",-1,-1,11,12
"61924",14,"SAN","LAS",0,1,11,12
"61925",16,"SAN","LAS",-1,-1,11,12
"61926",17,"SAN","LAS",-1,-1,11,12
"61927",18,"SAN","LAS",4,3,11,12
"61928",19,"SAN","LAS",0,1,11,12
"61929",20,"SAN","LAS",-1,-1,11,12
"61930",21,"SAN","LAS",-1,-1,11,12
"61931",23,"SAN","LAS",0,-1,11,12
"61932",24,"SAN","LAS",-1,-1,11,12
"61933",25,"SAN","LAS",-1,-1,11,12
"61934",26,"SAN","LAS",-1,-2,11,12
"61935",27,"SAN","LAS",-1,-1,11,12
"61936",28,"SAN","LAS",0,0,11,12
"61937",30,"SAN","LAS",-1,-1,11,12
"61938",31,"SAN","LAS",0,-1,11,12
"61939",8,"SAN","DEN",0,0,11,14
"61940",15,"SAN","DEN",-1,-1,11,14
"61941",22,"SAN","DEN",-1,-1,11,14
"61942",29,"SAN","DEN",-1,-1,11,14
"61943",3,"SAN","SFO",0,-1,11,13
"61944",2,"SAN","LAS",1,1,11,13
"61945",5,"SAN","SJC",2,2,11,13
"61946",6,"SAN","SJC",0,-1,11,13
"61947",7,"SAN","SJC",0,-1,11,13
"61948",15,"SAN","OAK",0,-1,11,13
"61949",22,"SAN","OAK",-1,-1,11,13
"61950",29,"SAN","OAK",0,-1,11,13
"61951",2,"SAN","SFO",3,3,11,13
"61952",1,"SAN","MSP",3,3,11,17
"61953",2,"SAN","MSP",0,-2,11,17
"61954",3,"SAN","MSP",1,0,11,17
"61955",1,"SAN","PHX",0,0,11,14
"61956",2,"SAN","MCI",1,0,11,17
"61957",5,"SAN","MCI",1,-1,11,17
"61958",6,"SAN","MCI",1,0,11,17
"61959",7,"SAN","MCI",2,1,11,17
"61960",8,"SAN","BWI",0,1,11,19
"61961",9,"SAN","SFO",2,1,11,13
"61962",9,"SAN","SMF",0,0,11,13
"61963",10,"SAN","SFO",3,1,11,13
"61964",10,"SAN","SMF",0,0,11,13
"61965",11,"SAN","SFO",0,0,11,13
"61966",11,"SAN","SMF",-1,-1,11,13
"61967",12,"SAN","SFO",0,-1,11,13
"61968",12,"SAN","SMF",0,-1,11,13
"61970",13,"SAN","SMF",2,2,11,13
"61971",14,"SAN","SFO",0,-1,11,13
"61972",14,"SAN","SMF",0,-1,11,13
"61973",16,"SAN","SFO",5,4,11,13
"61974",16,"SAN","SMF",-1,-1,11,13
"61975",17,"SAN","SFO",3,2,11,13
"61976",17,"SAN","SMF",0,0,11,13
"61977",18,"SAN","SFO",3,2,11,13
"61978",18,"SAN","SMF",0,-1,11,13
"61979",19,"SAN","SFO",0,1,11,13
"61980",19,"SAN","SMF",0,1,11,13
"61981",20,"SAN","SFO",3,2,11,13
"61982",20,"SAN","SMF",-1,-1,11,13
"61983",21,"SAN","SFO",0,-1,11,13
"61984",21,"SAN","SMF",0,-1,11,13
"61985",23,"SAN","SFO",0,-1,11,13
"61986",23,"SAN","SMF",0,0,11,13
"61988",24,"SAN","SMF",2,1,11,13
"61989",25,"SAN","SFO",0,-1,11,13
"61990",25,"SAN","SMF",-1,-1,11,13
"61991",26,"SAN","SFO",-1,-2,11,13
"61992",26,"SAN","SMF",-1,-1,11,13
"61993",27,"SAN","SFO",1,-1,11,13
"61994",27,"SAN","SMF",0,0,11,13
"61995",28,"SAN","SFO",4,3,11,13
"61996",28,"SAN","SMF",1,2,11,13
"61997",30,"SAN","SFO",0,1,11,13
"61998",30,"SAN","SMF",0,0,11,13
"61999",31,"SAN","SFO",-1,-1,11,13
"62000",31,"SAN","SMF",-1,0,11,13
"62001",1,"SAN","SFO",2,3,11,13
"62002",4,"SAN","MSP",-1,-2,12,17
"62003",5,"SAN","MSP",1,1,12,17
"62004",6,"SAN","MSP",-1,0,12,17
"62006",9,"SAN","MSP",2,1,12,17
"62007",10,"SAN","MSP",0,-1,12,17
"62008",11,"SAN","MSP",5,4,12,17
"62009",12,"SAN","MSP",-1,0,12,17
"62011",14,"SAN","MSP",-1,0,12,17
"62012",16,"SAN","MSP",-1,-1,12,17
"62013",17,"SAN","MSP",1,0,12,17
"62014",18,"SAN","MSP",-1,-2,12,17
"62015",19,"SAN","MSP",1,1,12,17
"62016",20,"SAN","MSP",2,2,12,17
"62017",21,"SAN","MSP",-1,0,12,17
"62018",23,"SAN","MSP",-1,-1,12,17
"62019",24,"SAN","MSP",7,7,12,17
"62020",25,"SAN","MSP",-1,-2,12,17
"62021",26,"SAN","MSP",3,4,12,17
"62022",27,"SAN","MSP",-1,1,12,17
"62023",28,"SAN","MSP",-1,-2,12,17
"62024",30,"SAN","MSP",0,-2,12,17
"62025",31,"SAN","MSP",4,3,12,17
"62026",1,"SAN","OAK",0,0,12,13
"62027",3,"SAN","DEN",3,2,12,15
"62028",3,"SAN","HOU",2,1,12,17
"62029",4,"SAN","DEN",3,2,12,15
"62030",4,"SAN","HOU",1,1,12,17
"62031",5,"SAN","OAK",0,0,12,13
"62032",6,"SAN","OAK",0,0,12,13
"62033",7,"SAN","OAK",0,-1,12,13
"62034",8,"SAN","OAK",3,3,12,13
"62035",1,"SAN","ORD",-1,-2,12,18
"62036",2,"SAN","ORD",0,-2,12,18
"62037",3,"SAN","ORD",-1,-2,12,18
"62038",4,"SAN","ORD",-1,-2,12,18
"62039",5,"SAN","ORD",-1,-2,12,18
"62040",6,"SAN","ORD",-1,-2,12,18
"62041",7,"SAN","ORD",-1,-1,12,18
"62042",8,"SAN","ORD",0,-2,12,18
"62043",9,"SAN","ORD",0,-2,12,18
"62044",10,"SAN","ORD",-1,-2,12,18
"62045",11,"SAN","ORD",8,7,12,18
"62046",12,"SAN","ORD",-1,-1,12,18
"62047",13,"SAN","ORD",-1,-2,12,18
"62048",14,"SAN","ORD",-1,0,12,18
"62049",15,"SAN","ORD",-1,-2,12,18
"62050",16,"SAN","ORD",-1,-1,12,18
"62051",17,"SAN","ORD",8,7,12,18
"62052",18,"SAN","ORD",4,4,12,18
"62053",19,"SAN","ORD",1,0,12,18
"62054",20,"SAN","ORD",-1,-1,12,18
"62055",21,"SAN","ORD",-1,-2,12,18
"62056",22,"SAN","ORD",-1,-2,12,18
"62057",23,"SAN","ORD",-1,-2,12,18
"62058",24,"SAN","ORD",1,1,12,18
"62059",25,"SAN","ORD",-1,-2,12,18
"62060",26,"SAN","ORD",3,3,12,18
"62061",27,"SAN","ORD",-1,-1,12,18
"62062",28,"SAN","ORD",-1,-1,12,18
"62063",29,"SAN","ORD",-1,-2,12,18
"62064",30,"SAN","ORD",0,-2,12,18
"62065",31,"SAN","ORD",0,-2,12,18
"62066",2,"SAN","OAK",2,2,12,13
"62067",3,"SAN","OAK",2,2,12,13
"62068",4,"SAN","OAK",1,0,12,13
"62069",9,"SAN","BNA",0,-1,12,17
"62070",9,"SAN","BWI",2,0,12,20
"62071",10,"SAN","BNA",0,-2,12,17
"62072",10,"SAN","BWI",2,0,12,20
"62073",11,"SAN","BNA",0,-2,12,17
"62074",11,"SAN","BWI",0,-1,12,20
"62075",12,"SAN","BNA",0,-1,12,17
"62076",12,"SAN","BWI",0,0,12,20
"62077",13,"SAN","BNA",1,1,12,17
"62078",13,"SAN","BWI",0,0,12,20
"62079",14,"SAN","BNA",0,0,12,17
"62080",14,"SAN","BWI",0,1,12,20
"62081",15,"SAN","STL",0,-1,12,17
"62082",16,"SAN","BNA",0,1,12,17
"62083",16,"SAN","BWI",-1,1,12,20
"62084",17,"SAN","BNA",1,1,12,17
"62085",17,"SAN","BWI",2,2,12,20
"62086",18,"SAN","BNA",1,0,12,17
"62087",18,"SAN","BWI",0,-1,12,20
"62088",19,"SAN","BNA",1,0,12,17
"62089",19,"SAN","BWI",0,-1,12,20
"62090",20,"SAN","BNA",0,0,12,17
"62091",20,"SAN","BWI",-1,0,12,20
"62092",21,"SAN","BNA",5,4,12,17
"62093",21,"SAN","BWI",0,0,12,20
"62094",22,"SAN","STL",0,-1,12,17
"62095",23,"SAN","BNA",0,-1,12,17
"62096",23,"SAN","BWI",2,1,12,20
"62097",24,"SAN","BNA",0,0,12,17
"62098",24,"SAN","BWI",0,-1,12,20
"62099",25,"SAN","BNA",0,-1,12,17
"62100",25,"SAN","BWI",-1,-1,12,20
"62101",26,"SAN","BNA",2,1,12,17
"62103",27,"SAN","BNA",-1,0,12,17
"62104",27,"SAN","BWI",-1,0,12,20
"62105",28,"SAN","BNA",0,0,12,17
"62106",28,"SAN","BWI",0,1,12,20
"62107",29,"SAN","STL",1,1,12,17
"62108",30,"SAN","BNA",-1,-1,12,17
"62109",30,"SAN","BWI",0,-2,12,20
"62110",31,"SAN","BNA",0,0,12,17
"62111",31,"SAN","BWI",0,-1,12,20
"62112",30,"SAN","LAX",0,1,12,12
"62113",9,"SAN","LAX",-1,0,12,12
"62114",16,"SAN","LAX",-1,0,12,12
"62115",23,"SAN","LAX",-1,0,12,12
"62116",6,"SAN","LAX",-1,-1,12,12
"62117",5,"SAN","LAX",-1,-1,12,12
"62118",29,"SAN","LAX",-1,-1,12,12
"62119",30,"SAN","LAX",-1,-1,12,12
"62120",31,"SAN","LAX",-1,-1,12,12
"62121",28,"SAN","LAX",-1,-1,12,12
"62122",27,"SAN","LAX",-1,-1,12,12
"62123",25,"SAN","LAX",-2,-2,12,12
"62124",26,"SAN","LAX",-1,-1,12,12
"62125",8,"SAN","LAX",-1,0,12,12
"62126",7,"SAN","LAX",-1,-1,12,12
"62127",9,"SAN","LAX",-1,-1,12,12
"62128",10,"SAN","LAX",-1,-1,12,12
"62129",11,"SAN","LAX",-1,-1,12,12
"62130",12,"SAN","LAX",-1,-1,12,12
"62131",15,"SAN","LAX",-1,-1,12,12
"62132",22,"SAN","LAX",0,0,12,12
"62133",23,"SAN","LAX",-1,-1,12,12
"62134",24,"SAN","LAX",-2,-2,12,12
"62135",21,"SAN","LAX",-1,-2,12,12
"62136",20,"SAN","LAX",-2,-2,12,12
"62137",19,"SAN","LAX",1,1,12,12
"62138",18,"SAN","LAX",-1,-1,12,12
"62139",14,"SAN","LAX",-1,-1,12,12
"62140",17,"SAN","LAX",-2,-2,12,12
"62141",16,"SAN","LAX",1,0,12,12
"62142",13,"SAN","LAX",-2,-2,12,12
"62143",4,"SAN","LAX",-1,-1,12,12
"62144",1,"SAN","LAX",-1,-1,12,12
"62145",3,"SAN","LAX",-1,1,12,12
"62146",2,"SAN","LAX",1,1,12,12
"62147",1,"SAN","HOU",3,2,12,17
"62148",5,"SAN","BWI",0,-1,12,20
"62149",6,"SAN","BWI",0,0,12,20
"62150",7,"SAN","BWI",0,-2,12,20
"62151",8,"SAN","HOU",0,-1,12,17
"62152",15,"SAN","BNA",-1,0,12,17
"62153",22,"SAN","BNA",0,-1,12,17
"62154",29,"SAN","BNA",0,0,12,17
"62155",6,"SAN","LAX",0,0,12,12
"62156",5,"SAN","LAX",-1,0,12,12
"62157",21,"SAN","LAX",-1,0,12,12
"62158",20,"SAN","LAX",-1,-1,12,12
"62159",28,"SAN","LAX",0,1,12,12
"62160",27,"SAN","LAX",-1,0,12,12
"62161",26,"SAN","LAX",0,0,12,12
"62162",25,"SAN","LAX",0,1,12,12
"62163",4,"SAN","LAX",-1,0,12,12
"62164",31,"SAN","LAX",0,0,12,12
"62165",13,"SAN","LAX",0,1,12,12
"62166",12,"SAN","LAX",-1,0,12,12
"62167",14,"SAN","LAX",-1,0,12,12
"62168",7,"SAN","LAX",5,6,12,12
"62169",11,"SAN","LAX",-1,-1,12,12
"62170",10,"SAN","LAX",-1,0,12,12
"62171",19,"SAN","LAX",0,1,12,12
"62172",17,"SAN","LAX",0,0,12,12
"62173",18,"SAN","LAX",-1,-1,12,12
"62174",24,"SAN","LAX",0,1,12,12
"62175",1,"SAN","BNA",1,0,12,18
"62176",1,"SAN","ELP",2,1,12,15
"62177",2,"SAN","DEN",1,1,12,15
"62178",8,"SAN","BNA",1,1,12,18
"62179",8,"SAN","ELP",0,0,12,15
"62180",15,"SAN","PHX",0,-1,12,14
"62181",22,"SAN","PHX",0,0,12,14
"62182",29,"SAN","PHX",0,1,12,14
"62183",2,"SAN","LAX",0,1,12,13
"62184",22,"SAN","LAX",-1,0,12,13
"62185",29,"SAN","LAX",-1,0,12,13
"62186",8,"SAN","LAX",3,3,12,13
"62187",15,"SAN","LAX",-1,0,12,13
"62188",3,"SAN","LAX",1,2,12,13
"62189",2,"SAN","PHX",4,3,12,14
"62190",2,"SAN","SMF",1,1,12,13
"62191",3,"SAN","BWI",0,-2,12,20
"62192",3,"SAN","SMF",0,0,12,13
"62193",4,"SAN","BWI",0,1,12,20
"62194",4,"SAN","SMF",0,-1,12,13
"62195",5,"SAN","PHX",2,2,12,14
"62196",6,"SAN","PHX",0,0,12,14
"62197",7,"SAN","PHX",0,-1,12,14
"62198",9,"SAN","MCI",0,-1,12,17
"62199",10,"SAN","MCI",-1,0,12,17
"62200",11,"SAN","MCI",1,0,12,17
"62201",12,"SAN","MCI",0,-1,12,17
"62202",13,"SAN","MCI",0,0,12,17
"62203",14,"SAN","MCI",0,1,12,17
"62204",16,"SAN","MCI",-1,0,12,17
"62205",17,"SAN","MCI",-1,0,12,17
"62206",18,"SAN","MCI",0,-1,12,17
"62207",19,"SAN","MCI",0,1,12,17
"62208",20,"SAN","MCI",3,3,12,17
"62209",21,"SAN","MCI",-1,0,12,17
"62210",23,"SAN","MCI",1,1,12,17
"62211",24,"SAN","MCI",0,0,12,17
"62212",25,"SAN","MCI",-1,0,12,17
"62213",26,"SAN","MCI",-1,-1,12,17
"62214",27,"SAN","MCI",-1,0,12,17
"62215",28,"SAN","MCI",4,4,12,17
"62216",30,"SAN","MCI",-1,-2,12,17
"62218",1,"SAN","LAX",1,0,12,13
"62219",9,"SAN","LAS",-1,0,12,13
"62220",10,"SAN","LAS",0,-1,12,13
"62221",11,"SAN","LAS",-1,-1,12,13
"62222",12,"SAN","LAS",0,0,12,13
"62223",13,"SAN","LAS",1,0,12,13
"62224",14,"SAN","LAS",0,-1,12,13
"62225",15,"SAN","LAS",1,0,12,13
"62226",16,"SAN","LAS",-1,-1,12,13
"62227",17,"SAN","LAS",0,0,12,13
"62228",18,"SAN","LAS",0,-1,12,13
"62229",19,"SAN","LAS",0,0,12,13
"62230",20,"SAN","LAS",0,0,12,13
"62231",21,"SAN","LAS",0,-1,12,13
"62232",22,"SAN","LAS",0,-1,12,13
"62233",23,"SAN","LAS",1,1,12,13
"62234",24,"SAN","LAS",0,0,12,13
"62235",25,"SAN","LAS",-1,-1,12,13
"62236",26,"SAN","LAS",-1,-1,12,13
"62237",27,"SAN","LAS",0,-1,12,13
"62238",28,"SAN","LAS",1,1,12,13
"62239",29,"SAN","LAS",1,1,12,13
"62240",30,"SAN","LAS",0,0,12,13
"62241",31,"SAN","LAS",-1,0,12,13
"62242",1,"SAN","DFW",0,0,12,17
"62243",2,"SAN","DFW",0,-1,12,17
"62244",3,"SAN","DFW",1,1,12,17
"62245",4,"SAN","DFW",0,-1,12,17
"62246",5,"SAN","DFW",-1,-1,12,17
"62247",6,"SAN","DFW",-1,-2,12,17
"62248",7,"SAN","DFW",-1,-2,12,17
"62249",8,"SAN","DFW",0,-1,12,17
"62250",9,"SAN","DFW",0,-1,12,17
"62251",10,"SAN","DFW",1,1,12,17
"62252",11,"SAN","DFW",1,0,12,17
"62253",12,"SAN","DFW",0,-1,12,17
"62254",13,"SAN","DFW",-1,-2,12,17
"62255",14,"SAN","DFW",-1,-2,12,17
"62256",15,"SAN","DFW",-1,-1,12,17
"62257",16,"SAN","DFW",-1,-1,12,17
"62258",17,"SAN","DFW",-1,-1,12,17
"62259",18,"SAN","DFW",0,-1,12,17
"62260",19,"SAN","DFW",1,0,12,17
"62261",20,"SAN","DFW",-1,-2,12,17
"62262",21,"SAN","DFW",-1,-2,12,17
"62263",22,"SAN","DFW",-1,-2,12,17
"62264",23,"SAN","DFW",0,-1,12,17
"62265",24,"SAN","DFW",2,1,12,17
"62266",25,"SAN","DFW",0,-1,12,17
"62267",26,"SAN","DFW",0,-1,12,17
"62268",27,"SAN","DFW",-1,-1,12,17
"62269",28,"SAN","DFW",-1,-1,12,17
"62270",29,"SAN","DFW",-1,-1,12,17
"62271",30,"SAN","DFW",-1,-2,12,17
"62272",31,"SAN","DFW",-1,-2,12,17
"62273",1,"SAN","SEA",-1,-2,12,15
"62274",2,"SAN","SEA",-1,-2,12,15
"62275",3,"SAN","SEA",0,-1,12,15
"62276",4,"SAN","SEA",-1,-1,12,15
"62277",5,"SAN","SEA",-1,-2,12,15
"62278",6,"SAN","SEA",0,-1,12,15
"62279",7,"SAN","SEA",-1,-1,12,15
"62280",8,"SAN","SEA",-1,-2,12,15
"62281",9,"SAN","SEA",-1,-1,12,15
"62282",10,"SAN","SEA",-1,-1,12,15
"62283",11,"SAN","SEA",-1,-2,12,15
"62284",12,"SAN","SEA",5,5,12,15
"62285",13,"SAN","SEA",0,0,12,15
"62286",14,"SAN","SEA",-1,-2,12,15
"62287",15,"SAN","SEA",-1,-1,12,15
"62288",16,"SAN","SEA",-1,-2,12,15
"62289",17,"SAN","SEA",-1,-1,12,15
"62290",18,"SAN","SEA",-1,-2,12,15
"62291",19,"SAN","SEA",0,1,12,15
"62292",20,"SAN","SEA",-1,-1,12,15
"62293",21,"SAN","SEA",2,1,12,15
"62294",22,"SAN","SEA",-1,-1,12,15
"62295",23,"SAN","SEA",0,0,12,15
"62296",24,"SAN","SEA",3,2,12,15
"62297",25,"SAN","SEA",-1,-2,12,15
"62298",26,"SAN","SEA",4,4,12,15
"62299",27,"SAN","SEA",1,0,12,15
"62300",28,"SAN","SEA",0,-1,12,15
"62301",29,"SAN","SEA",0,-1,12,15
"62302",30,"SAN","SEA",-1,-2,12,15
"62303",31,"SAN","SEA",-1,0,12,15
"62304",5,"SAN","LAS",0,0,12,13
"62305",5,"SAN","SMF",0,-1,12,14
"62306",6,"SAN","LAS",1,0,12,13
"62307",6,"SAN","SMF",1,0,12,14
"62308",7,"SAN","LAS",1,1,12,13
"62309",7,"SAN","SMF",-1,-1,12,14
"62310",9,"SAN","HOU",1,0,12,17
"62311",10,"SAN","HOU",1,-1,12,17
"62312",11,"SAN","HOU",1,1,12,17
"62313",12,"SAN","HOU",-1,-1,12,17
"62314",13,"SAN","HOU",0,0,12,17
"62315",14,"SAN","HOU",0,0,12,17
"62316",16,"SAN","HOU",1,2,12,17
"62317",17,"SAN","HOU",4,4,12,17
"62318",18,"SAN","HOU",0,-1,12,17
"62319",19,"SAN","HOU",0,0,12,17
"62320",20,"SAN","HOU",2,2,12,17
"62321",21,"SAN","HOU",0,0,12,17
"62322",23,"SAN","HOU",2,1,12,17
"62323",24,"SAN","HOU",0,0,12,17
"62324",25,"SAN","HOU",0,-1,12,17
"62325",26,"SAN","HOU",-1,-1,12,17
"62326",27,"SAN","HOU",4,4,12,17
"62327",28,"SAN","HOU",0,0,12,17
"62328",30,"SAN","HOU",0,-1,12,17
"62329",31,"SAN","HOU",-1,-1,12,17
"62330",5,"SAN","JFK",0,-1,12,21
"62331",6,"SAN","JFK",-1,-2,12,21
"62332",7,"SAN","JFK",3,3,12,21
"62333",9,"SAN","JFK",-1,0,12,21
"62334",10,"SAN","JFK",0,-2,12,21
"62336",12,"SAN","JFK",-1,-1,12,21
"62337",13,"SAN","JFK",0,0,12,21
"62338",14,"SAN","JFK",0,0,12,21
"62339",16,"SAN","JFK",-1,-1,12,21
"62340",17,"SAN","JFK",-1,-2,12,21
"62341",18,"SAN","JFK",2,1,12,21
"62342",19,"SAN","JFK",1,-1,12,21
